,OG_Title,TMDB_Title,Release_Date,Rating,Genre,Budget,Runtime,Original_Language,MovieAge,Semester,Weekday,Date,Attendance
315,Arrival,Arrival,2016-11-10,7.602,"['Drama', 'Science Fiction', 'Mystery']",47000000.0,116.0,en,215 days,Sommersemester 17,Tuesday,2017-06-13,48
316,Green Room,Green Room,2016-04-15,6.722,"['Horror', 'Crime', 'Thriller']",5000000.0,95.0,en,431 days,Sommersemester 17,Tuesday,2017-06-20,9
317,Star Wars Rogue One,Rogue One: A Star Wars Story,2016-12-14,7.5,"['Action', 'Adventure', 'Science Fiction']",200000000.0,133.0,en,195 days,Sommersemester 17,Tuesday,2017-06-27,65
318,Schneider vs. Bax,Schneider vs. Bax,2015-05-28,6.2,"['Comedy', 'Thriller', 'Mystery']",3000000.0,94.0,nl,762 days,Sommersemester 17,Wednesday,2017-06-28,10
319,La La Land,La La Land,2016-11-29,7.902,"['Comedy', 'Drama', 'Romance', 'Music']",30000000.0,129.0,en,217 days,Sommersemester 17,Tuesday,2017-07-04,164
320,Ein Amerikaner in Paris,An American in Paris,1951-09-26,7.0,"['Music', 'Romance', 'Comedy']",5635000.0,113.0,en,24024 days,Sommersemester 17,Wednesday,2017-07-05,9
321,Seefeuer,Fire at Sea,2016-02-18,6.7,['Documentary'],0.0,114.0,it,504 days,Sommersemester 17,Thursday,2017-07-06,21
322,Anomalisa,Anomalisa,2015-12-30,7.122,"['Animation', 'Drama', 'Romance', 'Comedy']",8000000.0,90.0,en,559 days,Sommersemester 17,Tuesday,2017-07-11,26
323,Moonlight,Moonlight,2016-10-21,7.391,['Drama'],4000000.0,111.0,en,264 days,Sommersemester 17,Wednesday,2017-07-12,76
324,The Red Turtle,The Red Turtle,2016-06-29,7.5,"['Animation', 'Drama', 'Fantasy', 'Family']",0.0,80.0,fr,384 days,Sommersemester 17,Tuesday,2017-07-18,37
325,Everybody wants some!,Everybody Wants Some!!,2016-03-30,6.372,['Comedy'],10000000.0,116.0,en,476 days,Sommersemester 17,Wednesday,2017-07-19,10
326,Science of Sleep,The Science of Sleep,2006-06-25,7.003,"['Comedy', 'Drama', 'Fantasy']",6000000.0,105.0,fr,485 days,Wintersemester 0708,Tuesday,2007-10-23,57
327,Wer früher stirbt ist länger tot,Grave Decisions,2006-08-17,6.973,"['Drama', 'Comedy']",0.0,105.0,de,433 days,Wintersemester 0708,Wednesday,2007-10-24,137
328,Blutige Erdbeeren,The Strawberry Statement,1970-08-28,6.257,"['Drama', 'Romance']",0.0,109.0,en,13577 days,Wintersemester 0708,Tuesday,2007-10-30,31
329,Das Wilde Leben,Eight Miles High,2007-02-01,6.5,"['Music', 'Drama', 'Comedy']",0.0,114.0,de,272 days,Wintersemester 0708,Wednesday,2007-10-31,68
330,Pans Labyrinth,Pan's Labyrinth,2006-10-10,7.8,"['Fantasy', 'Drama', 'War']",19000000.0,118.0,es,759 days,Wintersemester 0809,Friday,2008-11-07,165
331,Schnitzelparadies,Schnitzel Paradise,2005-09-08,5.8,"['Romance', 'Comedy']",850000.0,82.0,nl,797 days,Wintersemester 0708,Wednesday,2007-11-14,59
332,Absolute Giganten,Gigantic,1999-09-30,7.7,"['Drama', 'Comedy']",0.0,80.0,de,2973 days,Wintersemester 0708,Tuesday,2007-11-20,47
333,The Wind that shakes the Barley,The Wind That Shakes the Barley,2006-06-23,7.385,"['Drama', 'War']",6500000.0,127.0,en,516 days,Wintersemester 0708,Wednesday,2007-11-21,74
334,Wilbur wants to kill himself,Wilbur Wants to Kill Himself,2002-11-08,6.632,"['Comedy', 'Drama', 'Romance']",0.0,111.0,da,1845 days,Wintersemester 0708,Tuesday,2007-11-27,70
335,Taxi Driver,Taxi Driver,1976-02-09,8.2,"['Crime', 'Drama']",1900000.0,114.0,en,11615 days,Wintersemester 0708,Wednesday,2007-11-28,65
336,Sterben für Anfänger,Death at a Funeral,2007-08-17,6.891,"['Comedy', 'Drama']",9000000.0,90.0,en,476 days,Wintersemester 0809,Friday,2008-12-05,71
337,Letters from Iwo Jima,Letters from Iwo Jima,2006-12-09,7.466,"['Action', 'Drama', 'War']",19000000.0,141.0,en,368 days,Wintersemester 0708,Wednesday,2007-12-12,50
338,Nach der Hochzeit,After the Wedding,1997-12-12,7.46,['Documentary'],0.0,70.0,en,3658 days,Wintersemester 0708,Tuesday,2007-12-18,30
339,Zurück nach Dalarna,Dalecarlians,2004-12-17,5.8,"['Comedy', 'Drama']",0.0,98.0,sv,1097 days,Wintersemester 0708,Wednesday,2007-12-19,18
340,Full Metal Village,Full Metal Village,2007-04-19,6.5,['Documentary'],0.0,90.0,de,272 days,Wintersemester 0708,Wednesday,2008-01-16,215
341,Paris je t'aime,Paris Je T'aime,2006-06-21,6.78,"['Drama', 'Romance']",13000000.0,120.0,fr,581 days,Wintersemester 0708,Wednesday,2008-01-23,117
342,Inland Empire,Inland Empire,2006-12-06,7.021,"['Drama', 'Horror', 'Mystery']",15000000.0,180.0,en,419 days,Wintersemester 0708,Tuesday,2008-01-29,69
343,The saddest Music in the World,The Saddest Music in the World,2003-09-17,7.1,"['Comedy', 'Drama', 'Music', 'Fantasy']",0.0,100.0,en,1596 days,Wintersemester 0708,Wednesday,2008-01-30,26
344,Leroy,Leroy,2007-09-27,5.7,"['Comedy', 'Drama']",0.0,89.0,de,138 days,Wintersemester 0708,Tuesday,2008-02-12,81
345,Last King of Scotland,The Last King of Scotland,2006-01-12,7.421,['Drama'],6000000.0,123.0,en,762 days,Wintersemester 0708,Wednesday,2008-02-13,72
346,Scouts vs. Zombie,Scouts Guide to the Zombie Apocalypse,2015-10-23,6.5,"['Comedy', 'Horror']",15000000.0,93.0,en,369 days,Wintersemester 1617,Wednesday,2016-10-26,22
347,Unsere kleine Schwester?,Our Little Sister,2015-06-13,7.6,"['Drama', 'Family']",0.0,127.0,ja,508 days,Wintersemester 1617,Wednesday,2016-11-02,69
348,Son of Saul,Son of Saul,2015-06-11,7.1,"['War', 'Drama', 'Thriller']",1000000.0,107.0,hu,516 days,Wintersemester 1617,Tuesday,2016-11-08,42
349,The Neon Demon,The Neon Demon,2016-05-31,6.5,"['Thriller', 'Horror']",7000000.0,118.0,en,168 days,Wintersemester 1617,Tuesday,2016-11-15,40
350,Hentai Kamen,HK: Hentai Kamen 2 - Abnormal Crisis,2016-05-14,6.225,"['Action', 'Comedy']",0.0,118.0,ja,192 days,Wintersemester 1617,Tuesday,2016-11-22,38
351,Deadpool,Deadpool,2016-02-09,7.612,"['Action', 'Adventure', 'Comedy']",58000000.0,108.0,en,308 days,Wintersemester 1617,Tuesday,2016-12-13,126
352,Eddie the Eagle: Alles ist möglich,Eddie the Eagle,2016-02-25,7.179,"['Comedy', 'Drama', 'History', 'Adventure']",23000000.0,106.0,en,299 days,Wintersemester 1617,Tuesday,2016-12-20,27
353,Fuck for forest,Fuck for Forest,2012-11-23,5.3,['Documentary'],0.0,85.0,en,1157 days,Wintersemester 1516,Sunday,2016-01-24,19
354,Ein Hologramm für den König,A Hologram for the King,2016-04-22,5.836,"['Comedy', 'Drama']",30000000.0,97.0,en,285 days,Wintersemester 1617,Wednesday,2017-02-01,8
355,Spotlight,Spotlight,2015-11-06,7.817,"['Drama', 'History']",20000000.0,129.0,en,93 days,Wintersemester 1516,Sunday,2016-02-07,43
356,Frühstück bei Monsieur Henri,The Student and Mister Henri,2015-10-07,6.652,"['Drama', 'Comedy']",0.0,100.0,fr,130 days,Wintersemester 1516,Sunday,2016-02-14,82
357,Lion,Lion,2016-11-24,8.073,['Drama'],12000000.0,118.0,en,327 days,Wintersemester 1718,Tuesday,2017-10-17,49
358,Silence,Silence,2016-12-22,7.123,"['Drama', 'History']",46000000.0,161.0,en,300 days,Wintersemester 1718,Wednesday,2017-10-18,37
359,Hell or High Water,Hell or High Water,2016-08-11,7.299,"['Western', 'Crime', 'Drama']",12000000.0,102.0,en,439 days,Wintersemester 1718,Tuesday,2017-10-24,27
360,Der Schamane und die Schlange,Embrace of the Serpent,2015-05-25,7.684,"['Drama', 'Adventure']",1400000.0,125.0,es,884 days,Wintersemester 1718,Wednesday,2017-10-25,21
361,The Evil Dead,The Evil Dead,1981-09-10,7.309,['Horror'],350000.0,85.0,en,13200 days,Wintersemester 1718,Tuesday,2017-10-31,33
362,Shin Godzilla,Shin Godzilla,2016-07-29,7.177,"['Action', 'Science Fiction', 'Horror']",15000000.0,120.0,ja,466 days,Wintersemester 1718,Tuesday,2017-11-07,38
363,Koe no Katachi,A Silent Voice: The Movie,2016-09-17,8.4,"['Animation', 'Drama']",0.0,130.0,ja,417 days,Wintersemester 1718,Wednesday,2017-11-08,102
364,Metropolis,Metropolis,1927-02-06,8.138,"['Drama', 'Science Fiction']",1300000.0,153.0,de,33154 days,Wintersemester 1718,Tuesday,2017-11-14,53
365,Die andere Seite der Hoffnung,The Other Side of Hope,2017-02-03,7.0,"['Comedy', 'Drama']",0.0,101.0,fi,285 days,Wintersemester 1718,Wednesday,2017-11-15,22
366,I Am Not Your Negro,I Am Not Your Negro,2017-02-03,7.716,['Documentary'],1000000.0,93.0,en,291 days,Wintersemester 1718,Tuesday,2017-11-21,32
367,Get Out,Get Out,2017-02-24,7.622,"['Mystery', 'Thriller', 'Horror']",4500000.0,104.0,en,271 days,Wintersemester 1718,Wednesday,2017-11-22,80
368,Pleasantville,Pleasantville,1998-09-17,7.3,"['Fantasy', 'Comedy', 'Drama']",60000000.0,124.0,en,7012 days,Wintersemester 1718,Tuesday,2017-11-28,58
369,Philadelphia,Philadelphia,1993-12-22,7.725,['Drama'],26000000.0,126.0,en,8743 days,Wintersemester 1718,Wednesday,2017-11-29,23
370,Marketa Lazarová,Marketa Lazarová,1967-11-24,7.8,"['Drama', 'History']",0.0,166.0,cs,18274 days,Wintersemester 1718,Tuesday,2017-12-05,13
371,Asterix-Operation Hinkelstein,Asterix and the Big Fight,1989-10-04,6.26,"['Family', 'Animation', 'Adventure', 'Comedy']",0.0,81.0,fr,10290 days,Wintersemester 1718,Wednesday,2017-12-06,24
372,I Am Not a Serial Killer,I Am Not a Serial Killer,2016-08-26,6.335,"['Drama', 'Horror', 'Mystery', 'Thriller']",0.0,104.0,en,473 days,Wintersemester 1718,Tuesday,2017-12-12,19
373,Coherence,Coherence,2013-09-19,7.236,"['Thriller', 'Science Fiction']",50000.0,89.0,en,1546 days,Wintersemester 1718,Wednesday,2017-12-13,7
374,Wilde Maus,Wild Mouse,2017-02-17,6.595,"['Comedy', 'Drama']",0.0,103.0,de,305 days,Wintersemester 1718,Tuesday,2017-12-19,25
375,Mein Leben als Zucchini,My Life as a Zucchini,2016-09-22,7.809,"['Animation', 'Comedy', 'Drama', 'Family', 'Romance']",8000000.0,66.0,fr,454 days,Wintersemester 1718,Wednesday,2017-12-20,7
376,La isla Minima,Marshland,2014-09-25,7.047,"['Thriller', 'Crime', 'Mystery']",4000000.0,105.0,es,1202 days,Wintersemester 1718,Tuesday,2018-01-09,5
377,Logan,Logan,2017-02-28,7.817,"['Action', 'Drama', 'Science Fiction']",97000000.0,137.0,en,316 days,Wintersemester 1718,Wednesday,2018-01-10,50
378,Dark Blood,Blood-C: The Last Dark,2012-06-02,7.3,"['Action', 'Horror', 'Science Fiction', 'Animation']",0.0,106.0,ja,2054 days,Wintersemester 1718,Tuesday,2018-01-16,8
379,Waking Life,Waking Life,2001-10-19,7.498,"['Animation', 'Drama', 'Fantasy']",0.0,99.0,en,5934 days,Wintersemester 1718,Wednesday,2018-01-17,16
380,In This Corner of the World,In This Corner of the World,2016-11-12,7.925,"['Drama', 'Animation', 'Romance', 'War', 'History']",0.0,130.0,ja,438 days,Wintersemester 1718,Wednesday,2018-01-24,61
381,Dunkirk,Dunkirk,2017-07-19,7.454,"['War', 'Action', 'Drama']",150000000.0,107.0,en,195 days,Wintersemester 1718,Tuesday,2018-01-30,119
382,Paths of Glory,Paths of Glory,1957-10-25,8.27,"['War', 'Drama', 'History']",935000.0,88.0,en,22013 days,Wintersemester 1718,Wednesday,2018-01-31,8
383,Baby Driver,Baby Driver,2017-06-28,7.449,"['Action', 'Crime']",34000000.0,113.0,en,223 days,Wintersemester 1718,Tuesday,2018-02-06,57
384,Headshot,Headshot,2016-09-24,6.425,"['Action', 'Thriller', 'Crime']",0.0,117.0,id,501 days,Wintersemester 1718,Wednesday,2018-02-07,8
385,Wir kaufen einen Zoo,We Bought a Zoo,2011-12-08,6.78,"['Drama', 'Comedy', 'Family']",50000000.0,124.0,en,307 days,Wintersemester 1213,Wednesday,2012-10-10,31
386,Tomboy,Tomboy,2011-04-20,7.302,['Drama'],1000000.0,82.0,fr,545 days,Wintersemester 1213,Tuesday,2012-10-16,31
387,My week with Marilyn,My Week with Marilyn,2011-11-23,6.7,"['Drama', 'Romance']",6400000.0,99.0,en,335 days,Wintersemester 1213,Tuesday,2012-10-23,55
388,Dark knight rises,The Dark Knight Rises,2012-07-17,7.779,"['Action', 'Crime', 'Drama', 'Thriller']",250000000.0,165.0,en,99 days,Wintersemester 1213,Wednesday,2012-10-24,210
389,Dark shadows,Dark Shadows,2012-05-09,6.062,"['Comedy', 'Fantasy']",150000000.0,113.0,en,174 days,Wintersemester 1213,Tuesday,2012-10-30,137
390,Sleep tight,Sleep Tight,2011-10-14,7.089,"['Thriller', 'Horror']",5000000.0,97.0,es,383 days,Wintersemester 1213,Wednesday,2012-10-31,25
391,Das Schwein von Gaza,When Pigs Have Wings,2011-09-21,7.0,['Comedy'],0.0,98.0,ar,413 days,Wintersemester 1213,Wednesday,2012-11-07,70
392,Hasta la vista,Come As You Are,2011-09-02,6.9,"['Drama', 'Comedy']",0.0,115.0,nl,438 days,Wintersemester 1213,Tuesday,2012-11-13,14
393,Moonrise Kingdom,Moonrise Kingdom,2012-05-16,7.7,"['Comedy', 'Drama', 'Romance']",16000000.0,94.0,en,182 days,Wintersemester 1213,Wednesday,2012-11-14,66
394,Polytechnique,Polytechnique,2009-02-06,7.159,"['Crime', 'Drama', 'Thriller']",0.0,77.0,fr,1390 days,Wintersemester 1213,Tuesday,2012-11-27,11
395,Starbuck,Starbuck,2011-07-27,6.907,['Comedy'],0.0,103.0,fr,490 days,Wintersemester 1213,Wednesday,2012-11-28,41
396,Holy Motors,Holy Motors,2012-07-02,7.014,"['Drama', 'Fantasy']",4000000.0,115.0,fr,156 days,Wintersemester 1213,Wednesday,2012-12-05,15
397,"Wer weiß, wohin?",Where Do We Go Now?,2011-09-14,7.4,"['Drama', 'Comedy']",21000000.0,110.0,ar,454 days,Wintersemester 1213,Tuesday,2012-12-11,19
398,We need to talk about Kevin,We Need to Talk About Kevin,2011-09-28,7.559,"['Drama', 'Thriller']",7000000.0,113.0,en,441 days,Wintersemester 1213,Wednesday,2012-12-12,27
399,Stirb langsam,Die Hard 2,1990-07-03,6.945,"['Action', 'Thriller']",70000000.0,124.0,en,8204 days,Wintersemester 1213,Tuesday,2012-12-18,44
400,Hugo Cabret,Hugo,2011-11-22,7.178,"['Adventure', 'Drama', 'Family']",170000000.0,126.0,en,393 days,Wintersemester 1213,Wednesday,2012-12-19,46
401,Sunshine cleaning,Sunshine Cleaning,2008-01-18,6.607,"['Comedy', 'Drama']",5000000.0,91.0,en,1817 days,Wintersemester 1213,Tuesday,2013-01-08,31
402,Kill me please,Kill Me Please,2010-11-03,6.6,"['Comedy', 'Drama']",0.0,95.0,fr,798 days,Wintersemester 1213,Wednesday,2013-01-09,24
403,Sag Salim,All Good,2012-05-18,5.8,['Comedy'],0.0,98.0,tr,243 days,Wintersemester 1213,Wednesday,2013-01-16,9
404,Parada,The Parade,2011-10-31,6.7,"['Comedy', 'Drama']",1500000.0,115.0,sr,449 days,Wintersemester 1213,Tuesday,2013-01-22,10
405,Sons of Norway,Sons of Norway,2011-09-09,6.7,['Drama'],0.0,88.0,no,502 days,Wintersemester 1213,Wednesday,2013-01-23,27
406,Sound it out,Sound It Out,2011-11-04,7.1,"['Documentary', 'Music']",14000.0,75.0,en,459 days,Wintersemester 1213,Tuesday,2013-02-05,2
407,Black Panther,Black Panther,2018-02-13,7.385,"['Action', 'Adventure', 'Science Fiction']",200000000.0,135.0,en,252 days,Wintersemester 1819,Tuesday,2018-10-23,102
408,1000 Arten Regen zu beschreiben,Different Kinds of Rain,2018-03-29,6.4,['Drama'],0.0,91.0,de,209 days,Wintersemester 1819,Wednesday,2018-10-24,44
409,You were never really here,You Were Never Really Here,2017-11-08,6.6,"['Crime', 'Drama', 'Thriller']",17000000.0,89.0,en,356 days,Wintersemester 1819,Tuesday,2018-10-30,29
410,Hereditary,Hereditary,2018-06-07,7.285,"['Horror', 'Mystery', 'Thriller']",10000000.0,128.0,en,146 days,Wintersemester 1819,Wednesday,2018-10-31,54
411,Isle of Dogs,Isle of Dogs,2018-03-23,7.847,"['Adventure', 'Comedy', 'Animation']",62770198.0,101.0,en,228 days,Wintersemester 1819,Tuesday,2018-11-06,60
412,A Ghost Story,A Ghost Story,2017-04-24,7.113,"['Drama', 'Fantasy']",100000.0,93.0,en,197 days,Wintersemester 1718,Tuesday,2017-11-07,100
413,"Night is short, walk on girl!","Night Is Short, Walk On Girl",2017-04-07,7.4,"['Comedy', 'Romance', 'Animation', 'Fantasy']",0.0,93.0,ja,586 days,Wintersemester 1819,Wednesday,2018-11-14,29
414,Ready Player One,Ready Player One,2018-03-28,7.6,"['Adventure', 'Action', 'Science Fiction']",175000000.0,140.0,en,237 days,Wintersemester 1819,Tuesday,2018-11-20,78
415,2001: A Space Odyssey,2001: A Space Odyssey,1968-04-02,8.077,"['Science Fiction', 'Mystery', 'Adventure']",12000000.0,149.0,en,18495 days,Wintersemester 1819,Wednesday,2018-11-21,49
416,Die Grüne Lüge,The Green Lie,2018-03-09,6.1,['Documentary'],0.0,97.0,en,263 days,Wintersemester 1819,Tuesday,2018-11-27,110
417,The Anthem of the Heart,The Anthem of the Heart,2015-09-19,7.571,"['Animation', 'Drama', 'Music', 'Romance']",0.0,119.0,ja,1166 days,Wintersemester 1819,Wednesday,2018-11-28,50
418,The Girl Without Hands,The Girl Without Hands,2016-12-14,7.1,"['Animation', 'Fantasy', 'Romance']",0.0,76.0,fr,720 days,Wintersemester 1819,Tuesday,2018-12-04,12
419,Der Zauberer von Oz,The Wizard of Oz,1939-08-15,7.584,"['Adventure', 'Fantasy', 'Family']",2777000.0,102.0,en,28968 days,Wintersemester 1819,Thursday,2018-12-06,34
420,The Death of Stalin,The Death of Stalin,2017-10-20,7.007,"['Comedy', 'Drama', 'History']",13000000.0,107.0,en,417 days,Wintersemester 1819,Tuesday,2018-12-11,55
421,In den Gängen,In the Aisles,2018-05-24,6.886,['Drama'],0.0,125.0,de,202 days,Wintersemester 1819,Wednesday,2018-12-12,16
422,The Little Prince,The Little Prince,2015-07-29,7.609,"['Adventure', 'Animation', 'Fantasy', 'Family']",64000000.0,108.0,en,1238 days,Wintersemester 1819,Tuesday,2018-12-18,56
423,Molly's Game,Molly's Game,2017-12-07,7.146,"['Drama', 'Crime']",30000000.0,140.0,en,32 days,Wintersemester 1718,Monday,2018-01-08,16
424,Wer erschoß Salvatore G.?,Salvatore Giuliano,1962-03-01,7.5,"['Crime', 'Drama']",0.0,119.0,it,20411 days,Wintersemester 1718,Wednesday,2018-01-17,6
425,Sicario 2,Sicario,2015-09-17,7.393,"['Action', 'Crime', 'Thriller']",30000000.0,122.0,en,859 days,Wintersemester 1718,Tuesday,2018-01-23,4
426,Berlin – Sinfonie der Großstadt,Berlin: Symphony of a Great City,1927-09-23,7.7,['Documentary'],0.0,69.0,de,33361 days,Wintersemester 1819,Thursday,2019-01-24,175
427,Mary and the Witch's Flower,Mary and The Witch's Flower,2017-07-08,7.119,"['Adventure', 'Animation', 'Family', 'Fantasy']",0.0,103.0,ja,205 days,Wintersemester 1718,Monday,2018-01-29,78
428,Drachenläufer,The Kite Runner,2007-12-14,7.3,['Drama'],20000000.0,128.0,en,3700 days,Wintersemester 1718,Tuesday,2018-01-30,26
429,Taxi Driver,Taxi Driver,1976-02-09,8.2,"['Crime', 'Drama']",1900000.0,114.0,en,15332 days,Wintersemester 1718,Wednesday,2018-01-31,21
430,Kingsman 2,Kingsman: The Secret Service,2014-12-13,7.633,"['Crime', 'Comedy', 'Action', 'Adventure']",81000000.0,129.0,en,1214 days,Sommersemester 18,Tuesday,2018-04-10,87
431,Ferris Bueller's Day off,Ferris Bueller's Day Off,1986-06-11,7.6,['Comedy'],6000000.0,103.0,en,11627 days,Sommersemester 18,Wednesday,2018-04-11,16
432,Detroit,Detroit,2017-07-28,7.304,"['Crime', 'Drama', 'Thriller', 'History']",34000000.0,143.0,en,264 days,Sommersemester 18,Wednesday,2018-04-18,9
433,It,It,2017-09-06,7.24,['Horror'],35000000.0,135.0,en,230 days,Sommersemester 18,Tuesday,2018-04-24,102
434,The Square,The Square,2017-08-25,6.768,['Drama'],0.0,151.0,sv,243 days,Sommersemester 18,Wednesday,2018-04-25,30
435,Badlands,Badlands,1974-01-05,7.515,"['Crime', 'Drama', 'Romance']",300000.0,94.0,en,16182 days,Sommersemester 18,Thursday,2018-04-26,3
436,Birdboy,Birdboy,2011-06-04,6.8,"['Fantasy', 'Adventure', 'Animation', 'Drama']",0.0,13.0,es,2530 days,Sommersemester 18,Tuesday,2018-05-08,43
437,Wild,Wild,2014-01-16,7.022,['Drama'],15000000.0,115.0,en,1574 days,Sommersemester 18,Wednesday,2018-05-09,3
438,The Big Sick,The Big Sick,2017-03-30,7.344,"['Comedy', 'Drama', 'Romance']",5000000.0,120.0,en,406 days,Sommersemester 18,Thursday,2018-05-10,11
439,Blade Runner 2049,Blade Runner 2049,2017-10-04,7.558,"['Science Fiction', 'Drama']",150000000.0,164.0,en,223 days,Sommersemester 18,Tuesday,2018-05-15,101
440,Freeheld ,Freeheld,2015-10-02,7.258,"['Romance', 'Drama']",7000000.0,103.0,en,957 days,Sommersemester 18,Wednesday,2018-05-16,13
441,Mother!,mother!,2017-09-13,6.97,"['Drama', 'Thriller', 'Horror']",30000000.0,121.0,en,258 days,Sommersemester 18,Tuesday,2018-05-29,34
442,Hero,Hero,1992-10-02,6.273,"['Comedy', 'Drama']",42000000.0,117.0,en,9371 days,Sommersemester 18,Wednesday,2018-05-30,11
443,Your Name,Your Name.,2016-08-26,8.496,"['Animation', 'Romance', 'Drama']",0.0,106.0,ja,648 days,Sommersemester 18,Tuesday,2018-06-05,93
444,Aus dem Nichts,In the Fade,2017-11-23,6.902,"['Drama', 'Crime']",0.0,106.0,de,195 days,Sommersemester 18,Wednesday,2018-06-06,39
445,Dheepan,Dheepan,2015-08-26,6.847,"['Crime', 'Drama']",0.0,115.0,fr,1016 days,Sommersemester 18,Thursday,2018-06-07,12
446,The Killing of a sacred deer,The Killing of a Sacred Deer,2017-10-20,7.0,"['Drama', 'Thriller', 'Mystery']",3000000.0,121.0,en,236 days,Sommersemester 18,Wednesday,2018-06-13,32
447,Weit.,As Far As My Feet Will Carry Me,2001-12-12,7.3,"['Drama', 'War']",0.0,158.0,de,6028 days,Sommersemester 18,Thursday,2018-06-14,56
448,Lady Bird,Lady Bird,2017-09-01,7.3,"['Drama', 'Comedy']",10000000.0,94.0,en,291 days,Sommersemester 18,Tuesday,2018-06-19,65
449,Die Vierhändige,Four Hands,2017-11-30,5.3,"['Thriller', 'Drama']",0.0,87.0,de,202 days,Sommersemester 18,Wednesday,2018-06-20,3
450,Loving Vincent,Loving Vincent,2017-06-22,8.0,"['Animation', 'Drama', 'Mystery', 'History']",5500000.0,95.0,en,369 days,Sommersemester 18,Tuesday,2018-06-26,112
451,"I, Tonya","I, Tonya",2017-12-08,7.496,"['Drama', 'Comedy']",11000000.0,120.0,en,201 days,Sommersemester 18,Wednesday,2018-06-27,29
452,Three Billboards,"Three Billboards Outside Ebbing, Missouri",2017-12-01,8.074,"['Crime', 'Drama']",15000000.0,115.0,en,214 days,Sommersemester 18,Tuesday,2018-07-03,61
453,Call me by your name,Call Me by Your Name,2017-09-01,8.146,"['Romance', 'Drama']",3.0,132.0,en,306 days,Sommersemester 18,Wednesday,2018-07-04,119
454,Shape of water,The Shape of Water,2017-12-01,7.2,"['Drama', 'Fantasy', 'Romance']",19500000.0,123.0,en,221 days,Sommersemester 18,Tuesday,2018-07-10,64
455,The Florida Project,The Florida Project,2017-10-06,7.416,['Drama'],2000000.0,112.0,en,278 days,Sommersemester 18,Wednesday,2018-07-11,39
456,Free Rainer,Reclaim Your Brain,2007-09-11,6.669,"['Comedy', 'Drama']",2500000.0,129.0,de,204 days,Sommersemester 08,Wednesday,2008-04-02,25
457,Hallam Foe,Hallam Foe,2007-02-16,6.621,"['Drama', 'Comedy', 'Thriller']",8000000.0,95.0,en,417 days,Sommersemester 08,Tuesday,2008-04-08,39
458,Abbitte,Atonement,2007-02-27,7.651,"['Drama', 'Romance']",30000000.0,123.0,en,407 days,Sommersemester 08,Wednesday,2008-04-09,97
459,Zusammen ist man weniger allein,Hunting & Gathering,2007-03-21,6.6,"['Romance', 'Drama']",0.0,97.0,fr,392 days,Sommersemester 08,Wednesday,2008-04-16,145
460,Top Secret,Top Secret!,1984-06-08,7.094,['Comedy'],9000000.0,90.0,en,8719 days,Sommersemester 08,Tuesday,2008-04-22,22
461,Hurlyburly,Hurlyburly,1998-12-25,5.6,"['Comedy', 'Drama']",0.0,122.0,en,3407 days,Sommersemester 08,Wednesday,2008-04-23,47
462,Gosford Park,Gosford Park,2001-11-07,6.858,"['Drama', 'Mystery', 'Thriller']",19800000.0,137.0,en,2365 days,Sommersemester 08,Tuesday,2008-04-29,30
463,Robert Altmans Last Radio Show,A Prairie Home Companion,2006-06-09,6.317,"['Drama', 'Comedy', 'Music']",10000000.0,105.0,en,691 days,Sommersemester 08,Wednesday,2008-04-30,8
464,Auf der anderen Seite,The Edge of Heaven,2007-09-27,7.194,['Drama'],3800000.0,122.0,de,222 days,Sommersemester 08,Tuesday,2008-05-06,109
465,2:37,2:37,2006-05-26,6.6,['Drama'],850000.0,91.0,en,712 days,Sommersemester 08,Wednesday,2008-05-07,16
466,Zugvögel - Einmal nach Inari,Train Birds,1998-01-01,5.8,['Comedy'],0.0,87.0,de,3793 days,Sommersemester 08,Wednesday,2008-05-21,18
467,Persepolis,Persepolis,2007-06-27,7.911,"['Animation', 'Drama']",7300000.0,95.0,fr,335 days,Sommersemester 08,Tuesday,2008-05-27,86
468,"I'm a cyborg, but that's ok","I'm a Cyborg, but That's OK",2006-12-07,7.094,"['Drama', 'Comedy', 'Romance']",0.0,105.0,ko,545 days,Sommersemester 08,Wednesday,2008-06-04,56
469,Die Ermordung des Jesse …,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,7.0,"['Action', 'Drama', 'Western']",30000000.0,160.0,en,264 days,Sommersemester 08,Tuesday,2008-06-10,14
470,Don't come knocking,Don't Come Knocking,2005-05-19,6.245,"['Drama', 'Western']",11000000.0,123.0,en,1119 days,Sommersemester 08,Wednesday,2008-06-11,11
471,Control,Control,2007-09-12,7.517,['Drama'],5000000.0,121.0,en,280 days,Sommersemester 08,Wednesday,2008-06-18,42
472,Die Band von nebenan,The Band's Visit,2007-05-19,7.1,"['Comedy', 'Drama']",0.0,83.0,he,402 days,Sommersemester 08,Tuesday,2008-06-24,28
473,Am Ende kommen Touristen,And Along Come Tourists,2007-05-21,6.6,['Drama'],0.0,85.0,de,415 days,Sommersemester 08,Wednesday,2008-07-09,65
474,Thank you for smoking,Thank You for Smoking,2005-09-09,7.195,"['Comedy', 'Drama']",6500000.0,92.0,en,586 days,Sommersemester 07,Wednesday,2007-04-18,63
475,Eine unbequeme Wahrheit,An Inconvenient Truth,2006-05-24,7.0,['Documentary'],1000000.0,100.0,en,335 days,Sommersemester 07,Tuesday,2007-04-24,153
